Canadian Province/CMA,Visible minority,"Highest certificate, diploma or degree",Gender,Total - Labour force status,In the labour force,Employed,Unemployed,Not in the labour force,Participation rate,Employment rate,Unemployment rate,Province
Québec,"Visible minority, n.i.e.","No certificate, diploma or degree",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quebec
Québec,"Visible minority, n.i.e.","No certificate, diploma or degree",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quebec
Québec,"Visible minority, n.i.e.",University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quebec
Québec,"Visible minority, n.i.e.",University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quebec
Québec,West Asian,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quebec
Québec,West Asian,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quebec
Québec,West Asian,Bachelor's degree or higher,Men+,20.0,15.0,15.0,0.0,0.0,75.0,75.0,0.0,Quebec
Québec,West Asian,Bachelor's degree or higher,Women+,35.0,35.0,30.0,10.0,0.0,100.0,85.7,28.6,Quebec
Québec,West Asian,"College, CEGEP or other non-university certificate or diploma",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quebec
Québec,West Asian,"College, CEGEP or other non-university certificate or diploma",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quebec
Québec,West Asian,High (secondary) school diploma or equivalency certificate,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quebec
Québec,West Asian,High (secondary) school diploma or equivalency certificate,Women+,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,Quebec
Québec,West Asian,"No certificate, diploma or degree",Men+,30.0,15.0,15.0,0.0,10.0,50.0,50.0,0.0,Quebec
Québec,West Asian,"No certificate, diploma or degree",Women+,25.0,10.0,10.0,0.0,20.0,40.0,40.0,0.0,Quebec
Québec,West Asian,University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quebec
Québec,West Asian,University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quebec
Red Deer,Arab,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Arab,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Arab,Bachelor's degree or higher,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Arab,Bachelor's degree or higher,Women+,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Arab,"College, CEGEP or other non-university certificate or diploma",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Arab,"College, CEGEP or other non-university certificate or diploma",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Arab,High (secondary) school diploma or equivalency certificate,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Arab,High (secondary) school diploma or equivalency certificate,Women+,25.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,Alberta
Red Deer,Arab,"No certificate, diploma or degree",Men+,65.0,10.0,10.0,0.0,60.0,15.4,15.4,0.0,Alberta
Red Deer,Arab,"No certificate, diploma or degree",Women+,35.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,Alberta
Red Deer,Arab,University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Arab,University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Black,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Black,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Black,Bachelor's degree or higher,Men+,65.0,60.0,50.0,0.0,0.0,92.3,76.9,0.0,Alberta
Red Deer,Black,Bachelor's degree or higher,Women+,60.0,50.0,40.0,0.0,10.0,83.3,66.7,0.0,Alberta
Red Deer,Black,"College, CEGEP or other non-university certificate or diploma",Men+,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,Alberta
Red Deer,Black,"College, CEGEP or other non-university certificate or diploma",Women+,20.0,10.0,10.0,0.0,0.0,50.0,50.0,0.0,Alberta
Red Deer,Black,High (secondary) school diploma or equivalency certificate,Men+,25.0,20.0,20.0,0.0,0.0,80.0,80.0,0.0,Alberta
Red Deer,Black,High (secondary) school diploma or equivalency certificate,Women+,25.0,20.0,20.0,0.0,10.0,80.0,80.0,0.0,Alberta
Red Deer,Black,"No certificate, diploma or degree",Men+,70.0,15.0,10.0,0.0,60.0,21.4,14.3,0.0,Alberta
Red Deer,Black,"No certificate, diploma or degree",Women+,40.0,25.0,20.0,0.0,15.0,62.5,50.0,0.0,Alberta
Red Deer,Black,University certificate or diploma below bachelor level,Men+,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0,Alberta
Red Deer,Black,University certificate or diploma below bachelor level,Women+,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Chinese,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Chinese,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Chinese,Bachelor's degree or higher,Men+,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Chinese,Bachelor's degree or higher,Women+,15.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,Alberta
Red Deer,Chinese,"College, CEGEP or other non-university certificate or diploma",Men+,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0,Alberta
Red Deer,Chinese,"College, CEGEP or other non-university certificate or diploma",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Chinese,High (secondary) school diploma or equivalency certificate,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Chinese,High (secondary) school diploma or equivalency certificate,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Chinese,"No certificate, diploma or degree",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Chinese,"No certificate, diploma or degree",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Chinese,University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Chinese,University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Filipino,Apprenticeship or trades certificate or diploma,Men+,60.0,60.0,55.0,0.0,0.0,100.0,91.7,0.0,Alberta
Red Deer,Filipino,Apprenticeship or trades certificate or diploma,Women+,25.0,25.0,25.0,0.0,0.0,100.0,100.0,0.0,Alberta
Red Deer,Filipino,Bachelor's degree or higher,Men+,170.0,165.0,155.0,15.0,0.0,97.1,91.2,9.1,Alberta
Red Deer,Filipino,Bachelor's degree or higher,Women+,315.0,275.0,270.0,10.0,40.0,87.3,85.7,3.6,Alberta
Red Deer,Filipino,"College, CEGEP or other non-university certificate or diploma",Men+,85.0,75.0,70.0,0.0,10.0,88.2,82.4,0.0,Alberta
Red Deer,Filipino,"College, CEGEP or other non-university certificate or diploma",Women+,125.0,120.0,120.0,0.0,10.0,96.0,96.0,0.0,Alberta
Red Deer,Filipino,High (secondary) school diploma or equivalency certificate,Men+,235.0,210.0,205.0,0.0,20.0,89.4,87.2,0.0,Alberta
Red Deer,Filipino,High (secondary) school diploma or equivalency certificate,Women+,170.0,120.0,105.0,15.0,50.0,70.6,61.8,12.5,Alberta
Red Deer,Filipino,"No certificate, diploma or degree",Men+,110.0,50.0,50.0,0.0,60.0,45.5,45.5,0.0,Alberta
Red Deer,Filipino,"No certificate, diploma or degree",Women+,80.0,40.0,35.0,0.0,45.0,50.0,43.8,0.0,Alberta
Red Deer,Filipino,University certificate or diploma below bachelor level,Men+,45.0,45.0,45.0,0.0,0.0,100.0,100.0,0.0,Alberta
Red Deer,Filipino,University certificate or diploma below bachelor level,Women+,60.0,50.0,50.0,0.0,10.0,83.3,83.3,0.0,Alberta
Red Deer,Japanese,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Japanese,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Japanese,Bachelor's degree or higher,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Japanese,Bachelor's degree or higher,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Japanese,"College, CEGEP or other non-university certificate or diploma",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Japanese,"College, CEGEP or other non-university certificate or diploma",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Japanese,High (secondary) school diploma or equivalency certificate,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Japanese,High (secondary) school diploma or equivalency certificate,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Japanese,"No certificate, diploma or degree",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Japanese,"No certificate, diploma or degree",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Japanese,University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Japanese,University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Korean,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Korean,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Korean,Bachelor's degree or higher,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Korean,Bachelor's degree or higher,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Korean,"College, CEGEP or other non-university certificate or diploma",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Korean,"College, CEGEP or other non-university certificate or diploma",Women+,10.0,10.0,0.0,0.0,0.0,100.0,0.0,0.0,Alberta
Red Deer,Korean,High (secondary) school diploma or equivalency certificate,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Korean,High (secondary) school diploma or equivalency certificate,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Korean,"No certificate, diploma or degree",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Korean,"No certificate, diploma or degree",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Korean,University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Korean,University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Latin American,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Latin American,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Latin American,Bachelor's degree or higher,Men+,25.0,25.0,25.0,0.0,0.0,100.0,100.0,0.0,Alberta
Red Deer,Latin American,Bachelor's degree or higher,Women+,25.0,20.0,15.0,0.0,0.0,80.0,60.0,0.0,Alberta
Red Deer,Latin American,"College, CEGEP or other non-university certificate or diploma",Men+,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0,Alberta
Red Deer,Latin American,"College, CEGEP or other non-university certificate or diploma",Women+,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0,Alberta
Red Deer,Latin American,High (secondary) school diploma or equivalency certificate,Men+,25.0,20.0,20.0,0.0,0.0,80.0,80.0,0.0,Alberta
Red Deer,Latin American,High (secondary) school diploma or equivalency certificate,Women+,20.0,20.0,15.0,0.0,0.0,100.0,75.0,0.0,Alberta
Red Deer,Latin American,"No certificate, diploma or degree",Men+,20.0,10.0,10.0,0.0,10.0,50.0,50.0,0.0,Alberta
Red Deer,Latin American,"No certificate, diploma or degree",Women+,25.0,20.0,10.0,0.0,10.0,80.0,40.0,0.0,Alberta
Red Deer,Latin American,University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Latin American,University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Multiple visible minorities,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Multiple visible minorities,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Multiple visible minorities,Bachelor's degree or higher,Men+,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0,Alberta
Red Deer,Multiple visible minorities,Bachelor's degree or higher,Women+,20.0,20.0,15.0,0.0,0.0,100.0,75.0,0.0,Alberta
Red Deer,Multiple visible minorities,"College, CEGEP or other non-university certificate or diploma",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Multiple visible minorities,"College, CEGEP or other non-university certificate or diploma",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Multiple visible minorities,High (secondary) school diploma or equivalency certificate,Men+,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0,Alberta
Red Deer,Multiple visible minorities,High (secondary) school diploma or equivalency certificate,Women+,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Multiple visible minorities,"No certificate, diploma or degree",Men+,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,Alberta
Red Deer,Multiple visible minorities,"No certificate, diploma or degree",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Multiple visible minorities,University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Multiple visible minorities,University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,South Asian,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,South Asian,Apprenticeship or trades certificate or diploma,Women+,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0,Alberta
Red Deer,South Asian,Bachelor's degree or higher,Men+,60.0,60.0,50.0,0.0,0.0,100.0,83.3,0.0,Alberta
Red Deer,South Asian,Bachelor's degree or higher,Women+,95.0,90.0,80.0,10.0,10.0,94.7,84.2,11.1,Alberta
Red Deer,South Asian,"College, CEGEP or other non-university certificate or diploma",Men+,45.0,45.0,45.0,0.0,0.0,100.0,100.0,0.0,Alberta
Red Deer,South Asian,"College, CEGEP or other non-university certificate or diploma",Women+,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,South Asian,High (secondary) school diploma or equivalency certificate,Men+,20.0,10.0,0.0,0.0,0.0,50.0,0.0,0.0,Alberta
Red Deer,South Asian,High (secondary) school diploma or equivalency certificate,Women+,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,South Asian,"No certificate, diploma or degree",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,South Asian,"No certificate, diploma or degree",Women+,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,South Asian,University certificate or diploma below bachelor level,Men+,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0,Alberta
Red Deer,South Asian,University certificate or diploma below bachelor level,Women+,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Southeast Asian,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Southeast Asian,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Southeast Asian,Bachelor's degree or higher,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Southeast Asian,Bachelor's degree or higher,Women+,25.0,20.0,15.0,0.0,0.0,80.0,60.0,0.0,Alberta
Red Deer,Southeast Asian,"College, CEGEP or other non-university certificate or diploma",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Southeast Asian,"College, CEGEP or other non-university certificate or diploma",Women+,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,Alberta
Red Deer,Southeast Asian,High (secondary) school diploma or equivalency certificate,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Southeast Asian,High (secondary) school diploma or equivalency certificate,Women+,20.0,15.0,10.0,0.0,0.0,75.0,50.0,0.0,Alberta
Red Deer,Southeast Asian,"No certificate, diploma or degree",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Southeast Asian,"No certificate, diploma or degree",Women+,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Southeast Asian,University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,Southeast Asian,University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,"Visible minority, n.i.e.",Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,"Visible minority, n.i.e.",Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,"Visible minority, n.i.e.",Bachelor's degree or higher,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,"Visible minority, n.i.e.",Bachelor's degree or higher,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,"Visible minority, n.i.e.","College, CEGEP or other non-university certificate or diploma",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,"Visible minority, n.i.e.","College, CEGEP or other non-university certificate or diploma",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,"Visible minority, n.i.e.",High (secondary) school diploma or equivalency certificate,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,"Visible minority, n.i.e.",High (secondary) school diploma or equivalency certificate,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,"Visible minority, n.i.e.","No certificate, diploma or degree",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,"Visible minority, n.i.e.","No certificate, diploma or degree",Women+,25.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,Alberta
Red Deer,"Visible minority, n.i.e.",University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,"Visible minority, n.i.e.",University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,West Asian,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,West Asian,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,West Asian,Bachelor's degree or higher,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,West Asian,Bachelor's degree or higher,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,West Asian,"College, CEGEP or other non-university certificate or diploma",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,West Asian,"College, CEGEP or other non-university certificate or diploma",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,West Asian,High (secondary) school diploma or equivalency certificate,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,West Asian,High (secondary) school diploma or equivalency certificate,Women+,15.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,Alberta
Red Deer,West Asian,"No certificate, diploma or degree",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,West Asian,"No certificate, diploma or degree",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,West Asian,University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Red Deer,West Asian,University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberta
Regina,Arab,Apprenticeship or trades certificate or diploma,Men+,15.0,15.0,15.0,0.0,10.0,100.0,100.0,0.0,Saskatchewan
Regina,Arab,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,Arab,Bachelor's degree or higher,Men+,105.0,100.0,80.0,20.0,0.0,95.2,76.2,20.0,Saskatchewan
Regina,Arab,Bachelor's degree or higher,Women+,80.0,25.0,20.0,0.0,55.0,31.3,25.0,0.0,Saskatchewan
Regina,Arab,"College, CEGEP or other non-university certificate or diploma",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,Arab,"College, CEGEP or other non-university certificate or diploma",Women+,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,Saskatchewan
Regina,Arab,High (secondary) school diploma or equivalency certificate,Men+,25.0,25.0,25.0,0.0,0.0,100.0,100.0,0.0,Saskatchewan
Regina,Arab,High (secondary) school diploma or equivalency certificate,Women+,45.0,20.0,10.0,0.0,20.0,44.4,22.2,0.0,Saskatchewan
Regina,Arab,"No certificate, diploma or degree",Men+,160.0,30.0,25.0,10.0,125.0,18.8,15.6,33.3,Saskatchewan
Regina,Arab,"No certificate, diploma or degree",Women+,115.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,Saskatchewan
Regina,Arab,University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,Arab,University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saskatchewan
Regina,Black,Apprenticeship or trades certificate or diploma,Men+,40.0,40.0,40.0,0.0,0.0,100.0,100.0,0.0,Saskatchewan
Regina,Black,Apprenticeship or trades certificate or diploma,Women+,10.0,10.0,0.0,0.0,0.0,100.0,0.0,0.0,Saskatchewan
Regina,Black,Bachelor's degree or higher,Men+,475.0,470.0,420.0,50.0,10.0,98.9,88.4,10.6,Saskatchewan
Regina,Black,Bachelor's degree or higher,Women+,500.0,435.0,375.0,65.0,60.0,87.0,75.0,14.9,Saskatchewan
Regina,Black,"College, CEGEP or other non-university certificate or diploma",Men+,60.0,50.0,50.0,0.0,0.0,83.3,83.3,0.0,Saskatchewan
Regina,Black,"College, CEGEP or other non-university certificate or diploma",Women+,95.0,70.0,60.0,0.0,30.0,73.7,63.2,0.0,Saskatchewan
Regina,Black,High (secondary) school diploma or equivalency certificate,Men+,200.0,150.0,125.0,30.0,45.0,75.0,62.5,20.0,Saskatchewan
Regina,Black,High (secondary) school diploma or equivalency certificate,Women+,170.0,110.0,80.0,25.0,65.0,64.7,47.1,22.7,Saskatchewan
Regina,Black,"No certificate, diploma or degree",Men+,145.0,50.0,35.0,15.0,100.0,34.5,24.1,30.0,Saskatchewan
Regina,Black,"No certificate, diploma or degree",Women+,175.0,35.0,25.0,10.0,140.0,20.0,14.3,28.6,Saskatchewan
Regina,Black,University certificate or diploma below bachelor level,Men+,35.0,35.0,35.0,0.0,0.0,100.0,100.0,0.0,Saskatchewan
Regina,Black,University certificate or diploma below bachelor level,Women+,45.0,40.0,40.0,0.0,0.0,88.9,88.9,0.0,Saskatchewan
Regina,Chinese,Apprenticeship or trades certificate or diploma,Men+,15.0,10.0,10.0,0.0,0.0,66.7,66.7,0.0,Saskatchewan
Regina,Chinese,Apprenticeship or trades certificate or diploma,Women+,15.0,10.0,0.0,0.0,10.0,66.7,0.0,0.0,Saskatchewan
Regina,Chinese,Bachelor's degree or higher,Men+,260.0,210.0,165.0,45.0,45.0,80.8,63.5,21.4,Saskatchewan
Regina,Chinese,Bachelor's degree or higher,Women+,290.0,225.0,190.0,40.0,60.0,77.6,65.5,17.8,Saskatchewan
Regina,Chinese,"College, CEGEP or other non-university certificate or diploma",Men+,55.0,45.0,30.0,15.0,15.0,81.8,54.5,33.3,Saskatchewan
Regina,Chinese,"College, CEGEP or other non-university certificate or diploma",Women+,80.0,55.0,35.0,15.0,30.0,68.8,43.8,27.3,Saskatchewan
Regina,Chinese,High (secondary) school diploma or equivalency certificate,Men+,85.0,50.0,50.0,0.0,30.0,58.8,58.8,0.0,Saskatchewan
Regina,Chinese,High (secondary) school diploma or equivalency certificate,Women+,90.0,40.0,30.0,10.0,45.0,44.4,33.3,25.0,Saskatchewan
Regina,Chinese,"No certificate, diploma or degree",Men+,50.0,20.0,10.0,15.0,25.0,40.0,20.0,75.0,Saskatchewan
Regina,Chinese,"No certificate, diploma or degree",Women+,20.0,10.0,10.0,0.0,15.0,50.0,50.0,0.0,Saskatchewan
Regina,Chinese,University certificate or diploma below bachelor level,Men+,35.0,30.0,25.0,0.0,10.0,85.7,71.4,0.0,Saskatchewan
Regina,Chinese,University certificate or diploma below bachelor level,Women+,50.0,30.0,25.0,10.0,20.0,60.0,50.0,33.3,Saskatchewan
Regina,Filipino,Apprenticeship or trades certificate or diploma,Men+,55.0,50.0,40.0,0.0,10.0,90.9,72.7,0.0,Saskatchewan
Regina,Filipino,Apprenticeship or trades certificate or diploma,Women+,20.0,20.0,20.0,0.0,0.0,100.0,100.0,0.0,Saskatchewan
Regina,Filipino,Bachelor's degree or higher,Men+,275.0,245.0,230.0,10.0,30.0,89.1,83.6,4.1,Saskatchewan
Regina,Filipino,Bachelor's degree or higher,Women+,480.0,395.0,390.0,10.0,85.0,82.3,81.3,2.5,Saskatchewan
Regina,Filipino,"College, CEGEP or other non-university certificate or diploma",Men+,75.0,75.0,70.0,0.0,0.0,100.0,93.3,0.0,Saskatchewan
