Canadian Province/CMA,Gender,Mother tongue,Population,Province
Manitoba,Women+,Bengali,300,Manitoba
Manitoba,Women+,Gujarati,1000,Manitoba
Manitoba,Women+,Hindi,730,Manitoba
Manitoba,Women+,Konkani,10,Manitoba
Manitoba,Women+,Marathi,30,Manitoba
Manitoba,Women+,Nepali,55,Manitoba
Manitoba,Women+,Punjabi (Panjabi),4340,Manitoba
Manitoba,Women+,Sindhi,20,Manitoba
Manitoba,Women+,Sinhala (Sinhalese),95,Manitoba
Manitoba,Women+,Urdu,505,Manitoba
Manitoba,Women+,Kurdish,345,Manitoba
Manitoba,Women+,Pashto,10,Manitoba
Manitoba,Women+,Dari,75,Manitoba
Manitoba,Women+,Iranian Persian,90,Manitoba
Manitoba,Women+,"Persian (Farsi), n.o.s.",10,Manitoba
Manitoba,Women+,Italian,50,Manitoba
Manitoba,Women+,Portuguese,725,Manitoba
Manitoba,Women+,Romanian,10,Manitoba
Manitoba,Women+,Spanish,795,Manitoba
Manitoba,Women+,Japanese,65,Manitoba
Manitoba,Women+,Korean,395,Manitoba
Manitoba,Women+,Akan (Twi),50,Manitoba
Manitoba,Women+,Bamanankan,15,Manitoba
Manitoba,Women+,Edo,35,Manitoba
Manitoba,Women+,Igbo,195,Manitoba
Manitoba,Women+,Kinyarwanda (Rwanda),25,Manitoba
Manitoba,Women+,Lingala,20,Manitoba
Manitoba,Women+,Mwani,10,Manitoba
Manitoba,Women+,Rundi (Kirundi),10,Manitoba
Manitoba,Women+,Shona,15,Manitoba
Manitoba,Women+,Swahili,215,Manitoba
Manitoba,Women+,Wolof,35,Manitoba
Manitoba,Women+,Yoruba,805,Manitoba
Manitoba,Women+,"Niger-Congo languages, n.i.e.",80,Manitoba
Manitoba,Women+,Dinka,40,Manitoba
Manitoba,Women+,Nuer,10,Manitoba
Manitoba,Women+,"Nilo-Saharan languages, n.i.e.",15,Manitoba
Manitoba,Women+,Mandarin,1605,Manitoba
Manitoba,Women+,"Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",15,Manitoba
Manitoba,Women+,Yue (Cantonese),380,Manitoba
Manitoba,Women+,"Chinese, n.o.s.",15,Manitoba
Manitoba,Women+,Thai,40,Manitoba
Manitoba,Women+,Azerbaijani,10,Manitoba
Manitoba,Women+,Turkish,40,Manitoba
Manitoba,Women+,Hungarian,25,Manitoba
Winnipeg,Men+,English,5945,Manitoba
Winnipeg,Men+,French,380,Manitoba
Winnipeg,Men+,Kabyle,15,Manitoba
Winnipeg,Men+,Hausa,20,Manitoba
Winnipeg,Men+,Bilen,60,Manitoba
Winnipeg,Men+,Oromo,30,Manitoba
Winnipeg,Men+,Somali,150,Manitoba
Winnipeg,Men+,Amharic,150,Manitoba
Winnipeg,Men+,Arabic,1390,Manitoba
Winnipeg,Men+,Hebrew,125,Manitoba
Winnipeg,Men+,Tigrigna,640,Manitoba
Winnipeg,Men+,Vietnamese,200,Manitoba
Winnipeg,Men+,"Bisaya, n.o.s.",30,Manitoba
Winnipeg,Men+,Cebuano,115,Manitoba
Winnipeg,Men+,Hiligaynon,45,Manitoba
Winnipeg,Men+,Ilocano,100,Manitoba
Winnipeg,Men+,Indonesian,15,Manitoba
Winnipeg,Men+,"Pampangan (Kapampangan, Pampango)",95,Manitoba
Winnipeg,Men+,Pangasinan,10,Manitoba
Winnipeg,Men+,"Tagalog (Pilipino, Filipino)",3020,Manitoba
Winnipeg,Men+,"Austronesian languages, n.i.e.",15,Manitoba
Winnipeg,Men+,Haitian Creole,25,Manitoba
Winnipeg,Men+,Sango,10,Manitoba
Winnipeg,Men+,"Creole, n.o.s.",10,Manitoba
Winnipeg,Men+,Kannada,10,Manitoba
Winnipeg,Men+,Malayalam,165,Manitoba
Winnipeg,Men+,Tamil,45,Manitoba
Winnipeg,Men+,Telugu,40,Manitoba
Winnipeg,Men+,Albanian,10,Manitoba
Winnipeg,Men+,Armenian,10,Manitoba
Winnipeg,Men+,Slavic languages,925,Manitoba
Winnipeg,Men+,Bulgarian,15,Manitoba
Winnipeg,Men+,Polish,25,Manitoba
Winnipeg,Men+,Russian,690,Manitoba
Winnipeg,Men+,Serbo-Croatian,20,Manitoba
Winnipeg,Men+,Serbian,20,Manitoba
Winnipeg,Men+,Ukrainian,190,Manitoba
Winnipeg,Men+,German,35,Manitoba
Winnipeg,Men+,Afrikaans,10,Manitoba
Winnipeg,Men+,Dutch,35,Manitoba
Winnipeg,Men+,Plautdietsch,10,Manitoba
Winnipeg,Men+,Norwegian,10,Manitoba
Winnipeg,Men+,Greek,70,Manitoba
Winnipeg,Men+,Bengali,250,Manitoba
Winnipeg,Men+,Gujarati,590,Manitoba
Winnipeg,Men+,Hindi,575,Manitoba
Winnipeg,Men+,Marathi,25,Manitoba
Winnipeg,Men+,Nepali,60,Manitoba
Winnipeg,Men+,Punjabi (Panjabi),4185,Manitoba
Winnipeg,Men+,Sindhi,15,Manitoba
Winnipeg,Men+,Sinhala (Sinhalese),85,Manitoba
Winnipeg,Men+,Urdu,485,Manitoba
Winnipeg,Men+,Kurdish,290,Manitoba
Winnipeg,Men+,Pashto,25,Manitoba
Winnipeg,Men+,Dari,40,Manitoba
Winnipeg,Men+,Iranian Persian,125,Manitoba
Winnipeg,Men+,"Persian (Farsi), n.o.s.",15,Manitoba
Winnipeg,Men+,Italian,45,Manitoba
Winnipeg,Men+,Portuguese,710,Manitoba
Winnipeg,Men+,Romanian,15,Manitoba
Winnipeg,Men+,Spanish,565,Manitoba
Winnipeg,Men+,Japanese,20,Manitoba
Winnipeg,Men+,Korean,375,Manitoba
Winnipeg,Men+,Akan (Twi),35,Manitoba
Winnipeg,Men+,Edo,35,Manitoba
Winnipeg,Men+,Igbo,205,Manitoba
Winnipeg,Men+,Kinyarwanda (Rwanda),15,Manitoba
Winnipeg,Men+,Rundi (Kirundi),15,Manitoba
Winnipeg,Men+,Shona,25,Manitoba
Winnipeg,Men+,Swahili,205,Manitoba
Winnipeg,Men+,Wojenaka,10,Manitoba
Winnipeg,Men+,Wolof,25,Manitoba
Winnipeg,Men+,Yoruba,660,Manitoba
Winnipeg,Men+,"Niger-Congo languages, n.i.e.",105,Manitoba
Winnipeg,Men+,Dinka,35,Manitoba
Winnipeg,Men+,"Nilo-Saharan languages, n.i.e.",25,Manitoba
Winnipeg,Men+,American Sign Language,10,Manitoba
Winnipeg,Men+,Mandarin,1390,Manitoba
Winnipeg,Men+,"Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",10,Manitoba
Winnipeg,Men+,Wu (Shanghainese),10,Manitoba
Winnipeg,Men+,Yue (Cantonese),250,Manitoba
Winnipeg,Men+,"Chinese, n.o.s.",20,Manitoba
Winnipeg,Men+,S'gaw Karen,20,Manitoba
Winnipeg,Men+,Thai,10,Manitoba
Winnipeg,Men+,Azerbaijani,15,Manitoba
Winnipeg,Men+,Turkish,30,Manitoba
Winnipeg,Men+,Hungarian,15,Manitoba
Winnipeg,Women+,English,5585,Manitoba
Winnipeg,Women+,French,455,Manitoba
Winnipeg,Women+,Kabyle,20,Manitoba
Winnipeg,Women+,Hausa,20,Manitoba
Winnipeg,Women+,Bilen,65,Manitoba
Winnipeg,Women+,Oromo,30,Manitoba
Winnipeg,Women+,Somali,175,Manitoba
Winnipeg,Women+,Amharic,250,Manitoba
Winnipeg,Women+,Arabic,1245,Manitoba
Winnipeg,Women+,Hebrew,95,Manitoba
Winnipeg,Women+,Tigrigna,575,Manitoba
Winnipeg,Women+,"Semitic languages, n.i.e.",10,Manitoba
Winnipeg,Women+,Vietnamese,260,Manitoba
Winnipeg,Women+,"Bisaya, n.o.s.",20,Manitoba
Winnipeg,Women+,Cebuano,110,Manitoba
Winnipeg,Women+,Hiligaynon,40,Manitoba
Winnipeg,Women+,Ilocano,135,Manitoba
Winnipeg,Women+,Indonesian,10,Manitoba
Winnipeg,Women+,"Pampangan (Kapampangan, Pampango)",75,Manitoba
Winnipeg,Women+,Pangasinan,10,Manitoba
Winnipeg,Women+,"Tagalog (Pilipino, Filipino)",3585,Manitoba
Winnipeg,Women+,Waray-Waray,10,Manitoba
Winnipeg,Women+,"Austronesian languages, n.i.e.",10,Manitoba
Winnipeg,Women+,Haitian Creole,15,Manitoba
Winnipeg,Women+,Sango,25,Manitoba
Winnipeg,Women+,Kannada,20,Manitoba
Winnipeg,Women+,Malayalam,135,Manitoba
Winnipeg,Women+,Tamil,45,Manitoba
Winnipeg,Women+,Telugu,45,Manitoba
Winnipeg,Women+,Albanian,30,Manitoba
Winnipeg,Women+,Armenian,10,Manitoba
Winnipeg,Women+,Slavic languages,1095,Manitoba
Winnipeg,Women+,Bulgarian,15,Manitoba
Winnipeg,Women+,Polish,50,Manitoba
Winnipeg,Women+,Russian,780,Manitoba
Winnipeg,Women+,Serbo-Croatian,10,Manitoba
Winnipeg,Women+,Serbian,10,Manitoba
Winnipeg,Women+,Ukrainian,245,Manitoba
Winnipeg,Women+,German,50,Manitoba
Winnipeg,Women+,Dutch,25,Manitoba
Winnipeg,Women+,Greek,75,Manitoba
Winnipeg,Women+,Bengali,295,Manitoba
Winnipeg,Women+,Gujarati,565,Manitoba
Winnipeg,Women+,Hindi,630,Manitoba
Winnipeg,Women+,Konkani,10,Manitoba
Winnipeg,Women+,Marathi,25,Manitoba
Winnipeg,Women+,Nepali,50,Manitoba
Winnipeg,Women+,Punjabi (Panjabi),3955,Manitoba
Winnipeg,Women+,Sinhala (Sinhalese),90,Manitoba
Winnipeg,Women+,Urdu,460,Manitoba
Winnipeg,Women+,Kurdish,325,Manitoba
Winnipeg,Women+,Pashto,10,Manitoba
Winnipeg,Women+,Dari,75,Manitoba
Winnipeg,Women+,Iranian Persian,90,Manitoba
Winnipeg,Women+,"Persian (Farsi), n.o.s.",10,Manitoba
Winnipeg,Women+,Italian,50,Manitoba
Winnipeg,Women+,Portuguese,655,Manitoba
Winnipeg,Women+,Spanish,590,Manitoba
Winnipeg,Women+,Japanese,60,Manitoba
Winnipeg,Women+,Korean,340,Manitoba
Winnipeg,Women+,Akan (Twi),50,Manitoba
Winnipeg,Women+,Bamanankan,15,Manitoba
Winnipeg,Women+,Edo,35,Manitoba
Winnipeg,Women+,Igbo,160,Manitoba
Winnipeg,Women+,Kinyarwanda (Rwanda),20,Manitoba
Winnipeg,Women+,Lingala,20,Manitoba
Winnipeg,Women+,Mwani,10,Manitoba
Winnipeg,Women+,Rundi (Kirundi),10,Manitoba
Winnipeg,Women+,Shona,15,Manitoba
Winnipeg,Women+,Swahili,185,Manitoba
Winnipeg,Women+,Wolof,35,Manitoba
Winnipeg,Women+,Yoruba,660,Manitoba
Winnipeg,Women+,"Niger-Congo languages, n.i.e.",80,Manitoba
Winnipeg,Women+,Dinka,40,Manitoba
Winnipeg,Women+,Nuer,10,Manitoba
Winnipeg,Women+,"Nilo-Saharan languages, n.i.e.",15,Manitoba
Winnipeg,Women+,Mandarin,1540,Manitoba
Winnipeg,Women+,"Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",15,Manitoba
Winnipeg,Women+,Yue (Cantonese),320,Manitoba
Winnipeg,Women+,"Chinese, n.o.s.",15,Manitoba
Winnipeg,Women+,Thai,35,Manitoba
Winnipeg,Women+,Azerbaijani,10,Manitoba
Winnipeg,Women+,Turkish,40,Manitoba
Winnipeg,Women+,Hungarian,25,Manitoba
Saskatchewan,Men+,English,6315,Saskatchewan
Saskatchewan,Men+,French,285,Saskatchewan
Saskatchewan,Men+,Hausa,15,Saskatchewan
Saskatchewan,Men+,Bilen,40,Saskatchewan
Saskatchewan,Men+,Oromo,50,Saskatchewan
Saskatchewan,Men+,Somali,75,Saskatchewan
Saskatchewan,Men+,"Cushitic languages, n.i.e.",30,Saskatchewan
Saskatchewan,Men+,Amharic,65,Saskatchewan
Saskatchewan,Men+,Arabic,1210,Saskatchewan
Saskatchewan,Men+,Assyrian Neo-Aramaic,40,Saskatchewan
Saskatchewan,Men+,Chaldean Neo-Aramaic,45,Saskatchewan
Saskatchewan,Men+,Hebrew,20,Saskatchewan
Saskatchewan,Men+,Tigrigna,240,Saskatchewan
Saskatchewan,Men+,"Semitic languages, n.i.e.",15,Saskatchewan
Saskatchewan,Men+,Khmer (Cambodian),10,Saskatchewan
Saskatchewan,Men+,Vietnamese,425,Saskatchewan
Saskatchewan,Men+,"Bisaya, n.o.s.",100,Saskatchewan
Saskatchewan,Men+,Cebuano,200,Saskatchewan
Saskatchewan,Men+,Fijian,25,Saskatchewan
Saskatchewan,Men+,Hiligaynon,55,Saskatchewan
Saskatchewan,Men+,Ilocano,150,Saskatchewan
Saskatchewan,Men+,Kankanaey,10,Saskatchewan
Saskatchewan,Men+,"Pampangan (Kapampangan, Pampango)",45,Saskatchewan
Saskatchewan,Men+,Pangasinan,10,Saskatchewan
Saskatchewan,Men+,"Tagalog (Pilipino, Filipino)",3805,Saskatchewan
Saskatchewan,Men+,"Austronesian languages, n.i.e.",30,Saskatchewan
Saskatchewan,Men+,Jamaican English Creole,15,Saskatchewan
Saskatchewan,Men+,Morisyen,30,Saskatchewan
Saskatchewan,Men+,Sango,15,Saskatchewan
Saskatchewan,Men+,"Creole, n.o.s.",10,Saskatchewan
Saskatchewan,Men+,"Creole languages, n.i.e.",10,Saskatchewan
Saskatchewan,Men+,Kannada,10,Saskatchewan
Saskatchewan,Men+,Malayalam,400,Saskatchewan
Saskatchewan,Men+,Tamil,130,Saskatchewan
Saskatchewan,Men+,Telugu,155,Saskatchewan
Saskatchewan,Men+,Albanian,40,Saskatchewan
Saskatchewan,Men+,Armenian,10,Saskatchewan
Saskatchewan,Men+,Baltic languages,25,Saskatchewan
Saskatchewan,Men+,Latvian,10,Saskatchewan
Saskatchewan,Men+,Lithuanian,20,Saskatchewan
Saskatchewan,Men+,Slavic languages,565,Saskatchewan
Saskatchewan,Men+,Bulgarian,10,Saskatchewan
Saskatchewan,Men+,Macedonian,10,Saskatchewan
Saskatchewan,Men+,Polish,50,Saskatchewan
Saskatchewan,Men+,Russian,180,Saskatchewan
Saskatchewan,Men+,Serbo-Croatian,75,Saskatchewan
Saskatchewan,Men+,Croatian,45,Saskatchewan
Saskatchewan,Men+,Serbian,30,Saskatchewan
Saskatchewan,Men+,Slovene (Slovenian),10,Saskatchewan
Saskatchewan,Men+,Ukrainian,240,Saskatchewan
Saskatchewan,Men+,German,125,Saskatchewan
Saskatchewan,Men+,Afrikaans,275,Saskatchewan
Saskatchewan,Men+,Dutch,30,Saskatchewan
Saskatchewan,Men+,Low Saxon,15,Saskatchewan
Saskatchewan,Men+,Plautdietsch,30,Saskatchewan
Saskatchewan,Men+,Greek,70,Saskatchewan
Saskatchewan,Men+,Bengali,590,Saskatchewan
Saskatchewan,Men+,Gujarati,1350,Saskatchewan
Saskatchewan,Men+,Hindi,645,Saskatchewan
Saskatchewan,Men+,Kashmiri,15,Saskatchewan
Saskatchewan,Men+,Konkani,10,Saskatchewan
Saskatchewan,Men+,Marathi,60,Saskatchewan
Saskatchewan,Men+,Nepali,65,Saskatchewan
Saskatchewan,Men+,Punjabi (Panjabi),1075,Saskatchewan
Saskatchewan,Men+,Sindhi,20,Saskatchewan
Saskatchewan,Men+,Sinhala (Sinhalese),10,Saskatchewan
Saskatchewan,Men+,Urdu,715,Saskatchewan
Saskatchewan,Men+,"Indo-Aryan languages, n.i.e.",20,Saskatchewan
Saskatchewan,Men+,Baluchi,10,Saskatchewan
Saskatchewan,Men+,Kurdish,35,Saskatchewan
Saskatchewan,Men+,Pashto,85,Saskatchewan
Saskatchewan,Men+,Dari,70,Saskatchewan
Saskatchewan,Men+,Iranian Persian,150,Saskatchewan
Saskatchewan,Men+,"Persian (Farsi), n.o.s.",15,Saskatchewan
Saskatchewan,Men+,"Indo-Iranian languages, n.i.e.",10,Saskatchewan
Saskatchewan,Men+,Italian,25,Saskatchewan
Saskatchewan,Men+,Portuguese,100,Saskatchewan
Saskatchewan,Men+,Romanian,35,Saskatchewan
Saskatchewan,Men+,Spanish,415,Saskatchewan
Saskatchewan,Men+,Korean,130,Saskatchewan
Saskatchewan,Men+,Mongolian,10,Saskatchewan
Saskatchewan,Men+,Akan (Twi),25,Saskatchewan
Saskatchewan,Men+,Edo,20,Saskatchewan
Saskatchewan,Men+,"Fulah (Pular, Pulaar, Fulfulde)",10,Saskatchewan
Saskatchewan,Men+,Igbo,160,Saskatchewan
Saskatchewan,Men+,Kinyarwanda (Rwanda),20,Saskatchewan
Saskatchewan,Men+,Lingala,15,Saskatchewan
Saskatchewan,Men+,Mwani,10,Saskatchewan
Saskatchewan,Men+,Ndebele,10,Saskatchewan
Saskatchewan,Men+,Rundi (Kirundi),55,Saskatchewan
Saskatchewan,Men+,Shona,10,Saskatchewan
Saskatchewan,Men+,Sotho-Tswana languages,10,Saskatchewan
Saskatchewan,Men+,Swahili,165,Saskatchewan
Saskatchewan,Men+,Yoruba,410,Saskatchewan
Saskatchewan,Men+,"Niger-Congo languages, n.i.e.",75,Saskatchewan
Saskatchewan,Men+,Dinka,40,Saskatchewan
Saskatchewan,Men+,"Nilo-Saharan languages, n.i.e.",70,Saskatchewan
Saskatchewan,Men+,Mandarin,1635,Saskatchewan
Saskatchewan,Men+,"Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",15,Saskatchewan
Saskatchewan,Men+,Yue (Cantonese),210,Saskatchewan
Saskatchewan,Men+,"Chinese, n.o.s.",20,Saskatchewan
Saskatchewan,Men+,Burmese,15,Saskatchewan
Saskatchewan,Men+,Kuki-Chin languages,10,Saskatchewan
Saskatchewan,Men+,"Tibeto-Burman languages, n.i.e.",15,Saskatchewan
Saskatchewan,Men+,Thai,10,Saskatchewan
Saskatchewan,Men+,Azerbaijani,10,Saskatchewan
Saskatchewan,Men+,Turkish,40,Saskatchewan
Saskatchewan,Men+,"Other languages, n.i.e.",15,Saskatchewan
Saskatchewan,Women+,English,6095,Saskatchewan
Saskatchewan,Women+,French,255,Saskatchewan
Saskatchewan,Women+,Hausa,35,Saskatchewan
Saskatchewan,Women+,Bilen,35,Saskatchewan
Saskatchewan,Women+,Oromo,30,Saskatchewan
Saskatchewan,Women+,Somali,115,Saskatchewan
Saskatchewan,Women+,"Cushitic languages, n.i.e.",30,Saskatchewan
Saskatchewan,Women+,Amharic,70,Saskatchewan
Saskatchewan,Women+,Arabic,1200,Saskatchewan
Saskatchewan,Women+,Assyrian Neo-Aramaic,35,Saskatchewan
Saskatchewan,Women+,Chaldean Neo-Aramaic,35,Saskatchewan
Saskatchewan,Women+,Hebrew,10,Saskatchewan
Saskatchewan,Women+,Tigrigna,230,Saskatchewan
Saskatchewan,Women+,Vietnamese,385,Saskatchewan
Saskatchewan,Women+,Bikol,20,Saskatchewan
Saskatchewan,Women+,"Bisaya, n.o.s.",85,Saskatchewan
Saskatchewan,Women+,Cebuano,270,Saskatchewan
Saskatchewan,Women+,Fijian,10,Saskatchewan
Saskatchewan,Women+,Hiligaynon,60,Saskatchewan
Saskatchewan,Women+,Ilocano,185,Saskatchewan
Saskatchewan,Women+,Indonesian,20,Saskatchewan
Saskatchewan,Women+,Kankanaey,15,Saskatchewan
Saskatchewan,Women+,"Pampangan (Kapampangan, Pampango)",55,Saskatchewan
Saskatchewan,Women+,Pangasinan,10,Saskatchewan
Saskatchewan,Women+,"Tagalog (Pilipino, Filipino)",4370,Saskatchewan
Saskatchewan,Women+,"Austronesian languages, n.i.e.",50,Saskatchewan
Saskatchewan,Women+,Morisyen,30,Saskatchewan
Saskatchewan,Women+,Sango,10,Saskatchewan
Saskatchewan,Women+,"Creole, n.o.s.",15,Saskatchewan
Saskatchewan,Women+,"Creole languages, n.i.e.",10,Saskatchewan
Saskatchewan,Women+,Kannada,10,Saskatchewan
Saskatchewan,Women+,Malayalam,395,Saskatchewan
Saskatchewan,Women+,Tamil,105,Saskatchewan
Saskatchewan,Women+,Telugu,130,Saskatchewan
Saskatchewan,Women+,Albanian,20,Saskatchewan
Saskatchewan,Women+,Armenian,20,Saskatchewan
Saskatchewan,Women+,Baltic languages,20,Saskatchewan
Saskatchewan,Women+,Latvian,10,Saskatchewan
Saskatchewan,Women+,Lithuanian,10,Saskatchewan
Saskatchewan,Women+,Slavic languages,685,Saskatchewan
Saskatchewan,Women+,Bulgarian,10,Saskatchewan
Saskatchewan,Women+,Czech,10,Saskatchewan
Saskatchewan,Women+,Macedonian,15,Saskatchewan
Saskatchewan,Women+,Polish,60,Saskatchewan
Saskatchewan,Women+,Russian,275,Saskatchewan
Saskatchewan,Women+,Serbo-Croatian,50,Saskatchewan
Saskatchewan,Women+,Croatian,30,Saskatchewan
Saskatchewan,Women+,Serbian,20,Saskatchewan
Saskatchewan,Women+,Ukrainian,265,Saskatchewan
Saskatchewan,Women+,German,90,Saskatchewan
Saskatchewan,Women+,Afrikaans,230,Saskatchewan
Saskatchewan,Women+,Dutch,10,Saskatchewan
Saskatchewan,Women+,Low Saxon,10,Saskatchewan
Saskatchewan,Women+,Plautdietsch,15,Saskatchewan
Saskatchewan,Women+,Greek,65,Saskatchewan
Saskatchewan,Women+,Bengali,610,Saskatchewan
Saskatchewan,Women+,Gujarati,1155,Saskatchewan
Saskatchewan,Women+,Hindi,625,Saskatchewan
Saskatchewan,Women+,Kashmiri,10,Saskatchewan
Saskatchewan,Women+,Marathi,50,Saskatchewan
Saskatchewan,Women+,Nepali,50,Saskatchewan
Saskatchewan,Women+,Punjabi (Panjabi),1160,Saskatchewan
Saskatchewan,Women+,Sindhi,10,Saskatchewan
Saskatchewan,Women+,Sinhala (Sinhalese),20,Saskatchewan
Saskatchewan,Women+,Urdu,825,Saskatchewan
Saskatchewan,Women+,"Indo-Aryan languages, n.i.e.",25,Saskatchewan
Saskatchewan,Women+,Kurdish,35,Saskatchewan
Saskatchewan,Women+,Pashto,105,Saskatchewan
Saskatchewan,Women+,Dari,80,Saskatchewan
Saskatchewan,Women+,Iranian Persian,160,Saskatchewan
Saskatchewan,Women+,Italian,20,Saskatchewan
Saskatchewan,Women+,Portuguese,85,Saskatchewan
Saskatchewan,Women+,Romanian,60,Saskatchewan
Saskatchewan,Women+,Spanish,455,Saskatchewan
Saskatchewan,Women+,Japanese,30,Saskatchewan
Saskatchewan,Women+,Korean,150,Saskatchewan
Saskatchewan,Women+,Mongolian,15,Saskatchewan
Saskatchewan,Women+,Akan (Twi),45,Saskatchewan
Saskatchewan,Women+,Edo,10,Saskatchewan
Saskatchewan,Women+,Igbo,130,Saskatchewan
Saskatchewan,Women+,Kinyarwanda (Rwanda),15,Saskatchewan
Saskatchewan,Women+,Mwani,10,Saskatchewan
Saskatchewan,Women+,Ndebele,10,Saskatchewan
Saskatchewan,Women+,Rundi (Kirundi),40,Saskatchewan
Saskatchewan,Women+,Shona,15,Saskatchewan
Saskatchewan,Women+,Swahili,115,Saskatchewan
Saskatchewan,Women+,Yoruba,385,Saskatchewan
Saskatchewan,Women+,"Niger-Congo languages, n.i.e.",40,Saskatchewan
Saskatchewan,Women+,Dinka,50,Saskatchewan
Saskatchewan,Women+,"Nilo-Saharan languages, n.i.e.",55,Saskatchewan
Saskatchewan,Women+,Hakka,10,Saskatchewan
Saskatchewan,Women+,Mandarin,1700,Saskatchewan
Saskatchewan,Women+,"Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",20,Saskatchewan
Saskatchewan,Women+,Yue (Cantonese),210,Saskatchewan
Saskatchewan,Women+,"Chinese, n.o.s.",15,Saskatchewan
Saskatchewan,Women+,Burmese,10,Saskatchewan
Saskatchewan,Women+,"Tibeto-Burman languages, n.i.e.",20,Saskatchewan
Saskatchewan,Women+,Thai,10,Saskatchewan
Saskatchewan,Women+,Turkish,40,Saskatchewan
Saskatchewan,Women+,Hungarian,15,Saskatchewan
Saskatchewan,Women+,"Other languages, n.i.e.",10,Saskatchewan
Regina,Men+,English,2260,Saskatchewan
Regina,Men+,French,85,Saskatchewan
Regina,Men+,Bilen,30,Saskatchewan
Regina,Men+,Somali,45,Saskatchewan
Regina,Men+,Amharic,25,Saskatchewan
Regina,Men+,Arabic,540,Saskatchewan
Regina,Men+,Hebrew,10,Saskatchewan
Regina,Men+,Tigrigna,85,Saskatchewan
Regina,Men+,Vietnamese,125,Saskatchewan
Regina,Men+,"Bisaya, n.o.s.",25,Saskatchewan
Regina,Men+,Cebuano,55,Saskatchewan
Regina,Men+,Hiligaynon,15,Saskatchewan
Regina,Men+,Ilocano,35,Saskatchewan
Regina,Men+,"Pampangan (Kapampangan, Pampango)",10,Saskatchewan
Regina,Men+,"Tagalog (Pilipino, Filipino)",790,Saskatchewan
Regina,Men+,Jamaican English Creole,15,Saskatchewan
Regina,Men+,Morisyen,20,Saskatchewan
Regina,Men+,Malayalam,130,Saskatchewan
Regina,Men+,Tamil,40,Saskatchewan
Regina,Men+,Telugu,90,Saskatchewan
Regina,Men+,Albanian,20,Saskatchewan
Regina,Men+,Baltic languages,15,Saskatchewan
Regina,Men+,Lithuanian,15,Saskatchewan
Regina,Men+,Slavic languages,165,Saskatchewan
Regina,Men+,Bulgarian,10,Saskatchewan
Regina,Men+,Russian,75,Saskatchewan
Regina,Men+,Serbo-Croatian,45,Saskatchewan
Regina,Men+,Croatian,30,Saskatchewan
Regina,Men+,Serbian,10,Saskatchewan
Regina,Men+,Ukrainian,50,Saskatchewan
Regina,Men+,Afrikaans,35,Saskatchewan
Regina,Men+,Greek,35,Saskatchewan
Regina,Men+,Bengali,235,Saskatchewan
Regina,Men+,Gujarati,730,Saskatchewan
Regina,Men+,Hindi,355,Saskatchewan
Regina,Men+,Marathi,35,Saskatchewan
Regina,Men+,Punjabi (Panjabi),440,Saskatchewan
Regina,Men+,Urdu,375,Saskatchewan
Regina,Men+,"Indo-Aryan languages, n.i.e.",15,Saskatchewan
Regina,Men+,Kurdish,15,Saskatchewan
Regina,Men+,Pashto,40,Saskatchewan
Regina,Men+,Dari,35,Saskatchewan
Regina,Men+,Iranian Persian,15,Saskatchewan
Regina,Men+,"Indo-Iranian languages, n.i.e.",10,Saskatchewan
Regina,Men+,Italian,10,Saskatchewan
Regina,Men+,Portuguese,25,Saskatchewan
Regina,Men+,Romanian,10,Saskatchewan
Regina,Men+,Spanish,100,Saskatchewan
Regina,Men+,Korean,35,Saskatchewan
Regina,Men+,Akan (Twi),15,Saskatchewan
Regina,Men+,Edo,10,Saskatchewan
Regina,Men+,Igbo,75,Saskatchewan
Regina,Men+,Kinyarwanda (Rwanda),10,Saskatchewan
Regina,Men+,Swahili,20,Saskatchewan
Regina,Men+,Yoruba,165,Saskatchewan
Regina,Men+,"Niger-Congo languages, n.i.e.",20,Saskatchewan
Regina,Men+,Dinka,15,Saskatchewan
Regina,Men+,"Nilo-Saharan languages, n.i.e.",15,Saskatchewan
Regina,Men+,Mandarin,550,Saskatchewan
Regina,Men+,Yue (Cantonese),60,Saskatchewan
Regina,Men+,"Chinese, n.o.s.",15,Saskatchewan
Regina,Men+,Kuki-Chin languages,10,Saskatchewan
Regina,Men+,"Tibeto-Burman languages, n.i.e.",15,Saskatchewan
Regina,Men+,Turkish,15,Saskatchewan
Regina,Men+,"Other languages, n.i.e.",15,Saskatchewan
Regina,Women+,English,2155,Saskatchewan
Regina,Women+,French,85,Saskatchewan
Regina,Women+,Hausa,10,Saskatchewan
Regina,Women+,Bilen,30,Saskatchewan
Regina,Women+,Oromo,10,Saskatchewan
Regina,Women+,Somali,75,Saskatchewan
Regina,Women+,Amharic,25,Saskatchewan
Regina,Women+,Arabic,500,Saskatchewan
Regina,Women+,Tigrigna,90,Saskatchewan
Regina,Women+,Vietnamese,170,Saskatchewan
Regina,Women+,Bikol,10,Saskatchewan
Regina,Women+,"Bisaya, n.o.s.",15,Saskatchewan
Regina,Women+,Cebuano,70,Saskatchewan
